title,pubDate,guid,link,description
"Live: Agnipath scheme rolled out after wide-ranging consultations, says Rajnath",2022-06-18T07:54:33+05:30,https://timesofindia.indiatimes.com/india/agnipath-scheme-live-protests-continue-in-several-states-opposition-seeks-withdrawal-of-scheme/liveblog/92292475.cms,https://timesofindia.indiatimes.com/india/agnipath-scheme-live-protests-continue-in-several-states-opposition-seeks-withdrawal-of-scheme/liveblog/92292475.cms,"Defence minister Rajnath Singh chaired a top-level with service chiefs in Delhi amid massive protests over Centre's Agnipath scheme. He added that the new scheme was rolled out after wide-ranging consultations. Centre on Saturday announced 10% vacancies for recruitment in CAPFs and Assam Rifles. The country is witnessing protests since the government announced the new scheme. The backlash against the Centre's move started in Bihar, protests later spread to Uttar Pradesh, Haryana and Madhya Pradesh as well. Stay with TOI for the latest developments"
"2 killed in Kabul gurdwara blast, MEA monitoring situation",2022-06-18T13:57:41+05:30,https://timesofindia.indiatimes.com/world/south-asia/2-killed-in-attack-on-gurdwara-in-afghan-capital-kabul/articleshow/92298596.cms,https://timesofindia.indiatimes.com/world/south-asia/2-killed-in-attack-on-gurdwara-in-afghan-capital-kabul/articleshow/92298596.cms,"At least two persons were killed and seven sustained injuries in an attack on a gurdwara in Afghan capital Kabul on Saturday, following a blast in a car loaded with explosives, officials said. The ministry of external affairs has expressed concern over reports of the attack. ""We are closely monitoring the situation,"" foreign ministry spokesman Arindam Bagchi said in a tweet."
Agnipath: 5 key changes made by Centre for 'Agniveers',2022-06-18T14:06:32+05:30,https://timesofindia.indiatimes.com/india/agnipath-scheme-5-key-changes-made-by-centre-for-agniveers/articleshow/92299144.cms,https://timesofindia.indiatimes.com/india/agnipath-scheme-5-key-changes-made-by-centre-for-agniveers/articleshow/92299144.cms,"The radical Agnipath recruitment scheme for the armed forces, which was unveiled by the Centre on Tuesday, has sparked a series of protests in several parts of the country. In an effort to quell the unrest, the Centre has introduced several changes to the new model since the initial announcement. "
Live: 'Double-engine govt empowered women in last 8yrs',2022-06-18T09:04:00+05:30,https://timesofindia.indiatimes.com/city/ahmedabad/pm-narendra-modi-gujarat-visit-live-updates/liveblog/92293720.cms,https://timesofindia.indiatimes.com/city/ahmedabad/pm-narendra-modi-gujarat-visit-live-updates/liveblog/92293720.cms,"Prime Minister Narendra Modi will on Saturday inaugurate or lay the foundation stones of development works worth Rs 21,504 crore at the ‘Gujarat Gaurav Abhiyaan’ public meeting at Leprosy Ground on Ajwa Road in the city. The projects that will be inaugurated include those of the railways, Vadodara Municipal Corporation (VMC) and various other departments coming up in the five districts of Vadodara, Anand, Kheda, Panchmahal and Chhota Udepur. Beneficiaries of various government schemes from all these districts will remain presentPM Narendra Modi addresses public present during the inauguration of redeveloped Kalika Mata Temple at Pavagadh Hill, Gujarat. Stay with TOI for all updates"
Plea in SC seeks SIT probe into Agnipath protests: Key points,2022-06-18T12:49:48+05:30,https://timesofindia.indiatimes.com/india/agnipath-scheme-plea-in-supreme-court-seeks-sit-for-probe-into-nationwide-protests-key-points/articleshow/92294210.cms,https://timesofindia.indiatimes.com/india/agnipath-scheme-plea-in-supreme-court-seeks-sit-for-probe-into-nationwide-protests-key-points/articleshow/92294210.cms,
Live: India's daily Covid cases above 13k after 113 days,2022-06-18T01:43:36+05:30,https://timesofindia.indiatimes.com/india/coronavirus-in-india-live-updates-june-18/liveblog/92290116.cms,https://timesofindia.indiatimes.com/india/coronavirus-in-india-live-updates-june-18/liveblog/92290116.cms,"India has reported 13,216 new Covid-19 cases and 23 deaths in the last 24 hours, as per government data updated on Saturday. The active caseload has risen to 68,108, with an addition of 5,045 such cases. Stay with TOI for live updates-"
Apple's new MacBook Pro up for pre-orders in India,2022-06-18T09:03:12+05:30,https://www.gadgetsnow.com/slideshows/apples-newest-macbook-pro-is-now-up-for-pre-orders-in-india-price-key-features-and-more/photolist/92293422.cms,https://www.gadgetsnow.com/slideshows/apples-newest-macbook-pro-is-now-up-for-pre-orders-in-india-price-key-features-and-more/photolist/92293422.cms,
"Let’s talk about Nagaland, not Naga talks!",2022-06-18T14:35:39+05:30,https://timesofindia.indiatimes.com/india/lets-talk-about-nagaland-not-naga-talks/articleshow/92298906.cms,https://timesofindia.indiatimes.com/india/lets-talk-about-nagaland-not-naga-talks/articleshow/92298906.cms,
Know all about WhatsApp Pay and its cashback offers,2022-06-18T09:04:14+05:30,https://www.gadgetsnow.com/featured/explained-know-all-about-whatsapp-pay-and-its-cashback-offers/articleshow/92182299.cms,https://www.gadgetsnow.com/featured/explained-know-all-about-whatsapp-pay-and-its-cashback-offers/articleshow/92182299.cms,
Live: UP Board Class 10 result 2022 declared,2022-06-18T13:54:52+05:30,https://timesofindia.indiatimes.com/home/education/news/up-board-class-10-result-2022-to-be-declared-shortly-check-direct-link-toppers-list-how-to-check-and-more/articleshow/92297996.cms,https://timesofindia.indiatimes.com/home/education/news/up-board-class-10-result-2022-to-be-declared-shortly-check-direct-link-toppers-list-how-to-check-and-more/articleshow/92297996.cms,UP Class 10th Result 2022: Uttar Pradesh Madhyamik Shiksha Parishad (UPMSP) on Saturday announced the UP Board Class 10th result 2022. Students who took the exam can check and download their results from upresults.nic.in.
How to do screen recording on iPhone,2022-06-18T09:05:13+05:30,https://www.gadgetsnow.com/how-to/how-to-do-screen-recording-on-iphone/articleshow/92281897.cms,https://www.gadgetsnow.com/how-to/how-to-do-screen-recording-on-iphone/articleshow/92281897.cms,
Live: UP board Class 10 result announced,2022-06-18T09:45:00+05:30,https://timesofindia.indiatimes.com/home/education/upmsp-10th-result-2022-live-updates-up-board-class-10-result-latest-news-updates/liveblog/92293745.cms,https://timesofindia.indiatimes.com/home/education/upmsp-10th-result-2022-live-updates-up-board-class-10-result-latest-news-updates/liveblog/92293745.cms,"UP Board 10th Result 2022 LIVE Updates: Uttar Pradesh Madhyamik Shiksha Parishad (UPMSP) is announcing the results of UP Board Class 10th today. The UP Board Class 10 result will be released at 2:00 pm at the Prayagraj-based headquarters of the UP Board. UP Board Class 10th examination was conducted from March 24, 2022, to April 13, 2022, at various examination centres across the state. In the UP High School examination, over 25.25 lakhs, out of over 27.81 lakhs registered candidates had appeared. All are waiting for their UPMSP UP Board Class X result to be declared, their wait is getting over today as the Board result will be announced. As per the UPMSP directives, the UP Board is to award equal marks to all the examinees for questions asked outside the curriculum in around seven core subjects of Class 10, this year. The exams were conducted on a 30% reduced syllabus. Stay with the TOI for the latest updates on UP Board Class 10 provisional marks sheet, compartment examination and more."
Defence lab staffer honeytrapped by Pak agent for missile info,2022-06-18T03:10:06+05:30,https://timesofindia.indiatimes.com/city/hyderabad/hyderabad-defence-lab-staffer-honeytrapped-by-pakistani-agent-for-missile-info/articleshow/92290519.cms,https://timesofindia.indiatimes.com/city/hyderabad/hyderabad-defence-lab-staffer-honeytrapped-by-pakistani-agent-for-missile-info/articleshow/92290519.cms," An engineer with Defence Research & Development Laboratory (DRDL) was honey-trapped by a woman ISI operative, who lured him with love, passion and promise of marriage and soon forced him to leak sensitive information on India's missile development."
Pak restaurant slammed for using ‘Gangubai' scene in distasteful advertisement,2022-06-18T13:48:06+05:30,https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/pakistani-restaurant-slammed-for-using-alia-bhatts-gangubai-kathiawadi-scene-in-distasteful-advertisement/articleshow/92298681.cms,https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/pakistani-restaurant-slammed-for-using-alia-bhatts-gangubai-kathiawadi-scene-in-distasteful-advertisement/articleshow/92298681.cms,"A Pakistani restaurant has kicked up a social media uproar for sharing a distasteful advertisement. The restaurant was promoting a special “Men’s Monday” discount but they used a scene from ‘Gangubai Kathiawadi’ in which Alia Bhatt, who played a sex worker in the film, was seen propositioning men on the Mumbai streets."
'Shamshera' first look poster gets leaked,2022-06-18T13:27:18+05:30,https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/shamshera-first-look-poster-gets-leaked-netizens-cant-get-over-ranbir-kapoors-rugged-avatar/articleshow/92298365.cms,https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/shamshera-first-look-poster-gets-leaked-netizens-cant-get-over-ranbir-kapoors-rugged-avatar/articleshow/92298365.cms,"Ranbir Kapoor's rugged look poster from 'Shamshera' has been leaked online and is going viral on social media as we speak. The high-octane, adrenaline-pumping entertainer is set in the 1800s in the heartland of India with Ranbir essaying the titular character. Sanjay Dutt plays Ranbir's arch-enemy in this huge casting coup and his showdown with Ranbir will be something to watch out for as they will ferociously go after each other with no mercy."
In Pics: India begin preparations for rescheduled 5th Test,2022-06-18T11:13:25+05:30,https://timesofindia.indiatimes.com/sports/cricket/india-in-england/in-pics-mission-england-team-india-begins-preparations-for-rescheduled-fifth-test/photostory/92295780.cms,https://timesofindia.indiatimes.com/sports/cricket/india-in-england/in-pics-mission-england-team-india-begins-preparations-for-rescheduled-fifth-test/photostory/92295780.cms,
PM Modi meets mother Heeraben on her 100th birthday,2022-06-18T07:32:48+05:30,https://timesofindia.indiatimes.com/india/pm-modi-meet-his-mother-heeraben-in-gandhinagar-on-her-birthday/articleshow/92292269.cms,https://timesofindia.indiatimes.com/india/pm-modi-meet-his-mother-heeraben-in-gandhinagar-on-her-birthday/articleshow/92292269.cms,"Prime Minister Narendra Modi met his mother Heeraben Modi in Gandhinagar on her 100th birthday on Saturday. He also dedicated a blog to his mother on the occasion, wherein the Prime Minister highlighted her sacrifices and the various aspects of her life which ""shaped"" his mind, personality, and self-confidence."
Himachal board Class 12 result out; pass percentage at 93.91%,2022-06-18T12:42:53+05:30,https://timesofindia.indiatimes.com/home/education/news/hpbose-himachal-board-class-12th-result-2022-announced-at-hpbose-org-93-91-declared-pass/articleshow/92297426.cms,https://timesofindia.indiatimes.com/home/education/news/hpbose-himachal-board-class-12th-result-2022-announced-at-hpbose-org-93-91-declared-pass/articleshow/92297426.cms,The Himachal Pradesh Board Of School Education (HPBoSE) has declared the results for class 12 board exams 2022 today on its official website.
"Live: Now, Centre approves 10% reservation for Agniveers in defence ministry",2022-06-18T07:54:33+05:30,https://timesofindia.indiatimes.com/india/agnipath-scheme-live-protests-continue-in-several-states-opposition-seeks-withdrawal-of-scheme/liveblog/92292475.cms,https://timesofindia.indiatimes.com/india/agnipath-scheme-live-protests-continue-in-several-states-opposition-seeks-withdrawal-of-scheme/liveblog/92292475.cms,"Defence minister Rajnath Singh chaired a top-level with service chiefs in Delhi amid massive protests over Centre's Agnipath scheme. He added that the new scheme was rolled out after wide-ranging consultations. Centre on Saturday announced 10% vacancies for recruitment in CAPFs and Assam Rifles  as well as in defence posts. The country is witnessing protests since the government announced the new scheme. The backlash against the Centre's move started in Bihar, protests later spread to Uttar Pradesh, Haryana and Madhya Pradesh as well. Stay with TOI for the latest developments"
Agnipath: Key changes made by Centre for 'Agniveers',2022-06-18T14:06:32+05:30,https://timesofindia.indiatimes.com/india/agnipath-scheme-5-key-changes-made-by-centre-for-agniveers/articleshow/92299144.cms,https://timesofindia.indiatimes.com/india/agnipath-scheme-5-key-changes-made-by-centre-for-agniveers/articleshow/92299144.cms,"The radical Agnipath recruitment scheme for the armed forces, which was unveiled by the Centre on Tuesday, has sparked a series of protests in several parts of the country. In an effort to quell the unrest, the Centre has introduced several changes to the new model since the initial announcement. "
Train services hit in Bihar amid Agnipath protests: Key points,2022-06-18T12:49:48+05:30,https://timesofindia.indiatimes.com/india/agnipath-scheme-plea-in-supreme-court-seeks-sit-for-probe-into-nationwide-protests-key-points/articleshow/92294210.cms,https://timesofindia.indiatimes.com/india/agnipath-scheme-plea-in-supreme-court-seeks-sit-for-probe-into-nationwide-protests-key-points/articleshow/92294210.cms,
Anti-Agnipath protests: 'Secunderabad violence pre-planned',2022-06-18T11:10:45+05:30,https://timesofindia.indiatimes.com/videos/toi-original/anti-agnipath-protests-secunderabad-violence-pre-planned-reveals-probe/videoshow/92295706.cms,https://timesofindia.indiatimes.com/videos/toi-original/anti-agnipath-protests-secunderabad-violence-pre-planned-reveals-probe/videoshow/92295706.cms,"The violent protests that rocked Secunderabad railway station yesterday was allegedly pre-planned, reveals initial probe by the Railway police. Protesters vandalised and set on fire two coaches of East Coast Express at Secunderabad railway station. Multiple audio messages circulating among protesters affirm the conspiracy and described how the mob was mobilised. “When are you coming tomorrow to Secunderabad railway station? Come armed with petrol, tyres and old clothes. We will not find these at the railway station. So if you bring these along, we can torch vehicles and trains, and disrupt railway services,” one of the messages found said. "
Prez polls: Farooq declines offer to contest as joint oppn candidate,2022-06-18T15:23:11+05:30,https://timesofindia.indiatimes.com/india/farooq-abdullah-respectfully-withdraws-name-for-consideration-as-joint-oppositions-presidential-candidate/articleshow/92300560.cms,https://timesofindia.indiatimes.com/india/farooq-abdullah-respectfully-withdraws-name-for-consideration-as-joint-oppositions-presidential-candidate/articleshow/92300560.cms,"National Conference (NC) chief Farooq Abdullah has 'respectfully withdrawn' his name for consideration as joint opposition's presidential candidate, according to a statement issued on Saturday. ""I believe that Jammu and Kashmir is passing through a critical juncture and my efforts are required to help navigate these uncertain times,"" said Abdullah."
Live: UP board Class 12 results declared,2022-06-18T09:30:00+05:30,https://timesofindia.indiatimes.com/home/education/up-board-12th-result-2022-live-updates-upmsp-result-2022-class-12-latest-news-updates/liveblog/92293862.cms,https://timesofindia.indiatimes.com/home/education/up-board-12th-result-2022-live-updates-upmsp-result-2022-class-12-latest-news-updates/liveblog/92293862.cms,"UP Board 12th Result 2022 LIVE Updates: Uttar Pradesh Madhyamik Shiksha Parishad (UPMSP) has declared the UP Class 12th Result 2022 on its official website - upresults.nic.in. Chairperson, Sarita Tripathi and Divyakant Shukla, UPMSP secretary have jointly announced the UPMSP result class 12 at the Prayagraj office of the UP Board. Students can check and download their results from the Board's official website - upresults.nic.in. Divyanshi of Jai Maa SGMIC Radha Nagar Fatehpur School has topped the class 12th board exam securing 95.40% marks. She scored 477 out of 500. The second place has been shared by Anshika Yadav of Baccha Ram Yadav Inter College, Prayagraj and Yogesh Pratap Singh of Sri Sai International College, Barabanki. Both the students have scored 95% marks which is 475 out of 500. Stay with the TOI for all the latest updates related to the UP Board Result 2022."
"Adobe users in India, here's a 'security warning' for you",2022-06-18T15:47:35+05:30,https://www.gadgetsnow.com/tech-news/indian-cyber-agency-alerts-users-of-multiple-bugs-in-adobe-products/articleshow/92300000.cms,https://www.gadgetsnow.com/tech-news/indian-cyber-agency-alerts-users-of-multiple-bugs-in-adobe-products/articleshow/92300000.cms,
Live: Rockets hit district of Ukraine's Kryvyi Rih,2022-06-18T00:29:12+05:30,https://timesofindia.indiatimes.com/world/europe/russia-ukraine-war-live-updates-june-18/liveblog/92289626.cms,https://timesofindia.indiatimes.com/world/europe/russia-ukraine-war-live-updates-june-18/liveblog/92289626.cms,"Shelling has trapped 77 miners in a coal mine in the Donetsk region of eastern Ukraine after power to the mine was cut off, Russia's state RIA news agency reported on Saturday. Stay with TOI for latest updates-"
'Empowerment of women necessary for India's development',2022-06-18T15:01:26+05:30,https://timesofindia.indiatimes.com/india/empowerment-of-women-is-necessary-for-indias-development-in-21st-century-pm-modi/articleshow/92300198.cms,https://timesofindia.indiatimes.com/india/empowerment-of-women-is-necessary-for-indias-development-in-21st-century-pm-modi/articleshow/92300198.cms,"Empowerment of women and their progress is necessary for the overall development of India in the 21st century, Prime Minister Narendra Modi said while addressing the Gujarat Gaurav Abhiyan' rally in Vadodara on Saturday. ""My government has removed all the restrictions so that women can choose the career they like ... All the doors have been opened for them,"" he added."
5G deployment to begin in August-September: Vaishnaw,2022-06-18T14:49:13+05:30,https://timesofindia.indiatimes.com/business/india-business/5g-deployment-to-begin-in-aug-sept-roll-out-to-commence-in-20-25-cities-towns-by-yea-end-vaishnaw/articleshow/92299962.cms,https://timesofindia.indiatimes.com/business/india-business/5g-deployment-to-begin-in-aug-sept-roll-out-to-commence-in-20-25-cities-towns-by-yea-end-vaishnaw/articleshow/92299962.cms,"Telecom minister Ashwini Vaishnaw on Saturday said 5G deployment will commence in 20-25 cities and towns by the year-end, and indicated that India, with its current data prices significantly lower than global average, will continue to set rate benchmarks as new services are rolled out."
Live: India's daily Covid cases above 13k after 113 days,2022-06-18T01:43:36+05:30,https://timesofindia.indiatimes.com/india/coronavirus-in-india-live-updates-june-18/liveblog/92290116.cms,https://timesofindia.indiatimes.com/india/coronavirus-in-india-live-updates-june-18/liveblog/92290116.cms,"India has reported 13,216 new Covid-19 cases and 23 deaths in the last 24 hours, as per government data updated on Saturday. Daily cases rose above 13,000 after 113 days. The active caseload has risen to 68,108, with an addition of 5,045 such cases. Stay with TOI for live updates-"
India Post coming to WhatsApp: Here's what means,2022-06-18T15:45:41+05:30,https://www.gadgetsnow.com/apps/india-post-bank-may-offer-services-via-whatsapp/articleshow/92299978.cms,https://www.gadgetsnow.com/apps/india-post-bank-may-offer-services-via-whatsapp/articleshow/92299978.cms,
UP Board Class 10 result 2022 declared,2022-06-18T13:54:52+05:30,https://timesofindia.indiatimes.com/home/education/news/up-board-class-10-result-2022-to-be-declared-shortly-check-direct-link-toppers-list-how-to-check-and-more/articleshow/92297996.cms,https://timesofindia.indiatimes.com/home/education/news/up-board-class-10-result-2022-to-be-declared-shortly-check-direct-link-toppers-list-how-to-check-and-more/articleshow/92297996.cms,UP Class 10th Result 2022: Uttar Pradesh Madhyamik Shiksha Parishad (UPMSP) on Saturday announced the UP Board Class 10th result 2022. Students who took the exam can check and download their results from upresults.nic.in.
'Govt to bring changes needed for greater social media accountability',2022-06-18T17:06:40+05:30,https://timesofindia.indiatimes.com/business/india-business/govt-to-bring-legal-changes-regulations-needed-for-greater-social-media-accountability-vaishnaw/articleshow/92302830.cms,https://timesofindia.indiatimes.com/business/india-business/govt-to-bring-legal-changes-regulations-needed-for-greater-social-media-accountability-vaishnaw/articleshow/92302830.cms," IT minister Ashwini Vaishnaw on Saturday said there is a clear consensus in the country on making social media platforms more accountable, and assured that the government will bring legal changes and regulations needed to do so."
